play_id,outcome,frame_m3,frame_m6,frame_diff,total_frames
Week_11_PHI_vs_KC_038_Q4_655_PHI,complete,16,12,4,27
Week_11_PHI_vs_KC_039_Q4_551_KC,incomplete,9,9,0,10
Week_11_PHI_vs_KC_040_Q4_249_KC,complete,0,7,7,8
Week_11_PHI_vs_KC_041_Q4_227_KC,complete,0,9,9,10
Week_11_PHI_vs_KC_042_Q4_221_KC,incomplete,5,5,0,9
Week_11_PHI_vs_KC_043_Q4_218_KC,complete,0,4,4,6
Week_11_PHI_vs_KC_044_Q4_204_KC,complete,0,1,1,8
Week_11_PHI_vs_KC_045_Q4_150_KC,incomplete,0,7,7,29
Week_11_PHI_vs_KC_046_Q4_135_KC,incomplete,8,1,7,18
Week_11_PIT_vs_CLE_001_Q1_1251_CLE,complete,0,6,6,9
Week_11_PIT_vs_CLE_002_Q1_1129_CLE,incomplete,0,4,4,9
Week_11_PIT_vs_CLE_003_Q1_901_PIT,complete,0,7,7,10
Week_11_PIT_vs_CLE_004_Q1_738_CLE,complete,9,9,0,12
Week_11_PIT_vs_CLE_005_Q1_654_CLE,complete,0,1,1,7
Week_11_PIT_vs_CLE_006_Q1_435_PIT,complete,0,3,3,7
Week_11_PIT_vs_CLE_007_Q1_244_PIT,complete,8,8,0,9
Week_11_PIT_vs_CLE_008_Q1_158_PIT,complete,0,4,4,10
Week_11_PIT_vs_CLE_009_Q1_038_CLE,incomplete,0,5,5,6
Week_11_PIT_vs_CLE_010_Q1_035_CLE,complete,0,3,3,7
Week_11_PIT_vs_CLE_011_Q2_1311_PIT,complete,0,4,4,13
Week_11_PIT_vs_CLE_012_Q2_1120_PIT,incomplete,0,4,4,13
Week_11_PIT_vs_CLE_013_Q2_529_CLE,incomplete,5,4,1,10
Week_11_PIT_vs_CLE_014_Q2_525_CLE,complete,0,3,3,7
Week_11_PIT_vs_CLE_015_Q2_113_CLE,complete,1,1,0,11
Week_11_PIT_vs_CLE_016_Q2_048_CLE,complete,5,5,0,8
Week_11_PIT_vs_CLE_017_Q2_039_CLE,complete,0,1,1,8
Week_11_PIT_vs_CLE_018_Q2_032_CLE,complete,0,1,1,8
Week_11_PIT_vs_CLE_019_Q2_016_CLE,incomplete,0,15,15,16
Week_11_PIT_vs_CLE_020_Q3_1333_CLE,incomplete,8,8,0,9
Week_11_PIT_vs_CLE_021_Q3_1120_CLE,complete,0,1,1,8
Week_11_PIT_vs_CLE_022_Q3_958_CLE,incomplete,10,10,0,11
Week_11_PIT_vs_CLE_023_Q3_955_CLE,incomplete,13,1,12,14
Week_11_PIT_vs_CLE_024_Q3_838_PIT,complete,0,3,3,8
Week_11_PIT_vs_CLE_025_Q3_748_CLE,complete,0,1,1,8
Week_11_PIT_vs_CLE_026_Q3_706_CLE,incomplete,4,1,3,9
Week_11_PIT_vs_CLE_027_Q3_602_PIT,complete,0,1,1,8
Week_11_PIT_vs_CLE_028_Q3_406_CLE,incomplete,0,1,1,16
Week_11_PIT_vs_CLE_029_Q3_319_CLE,complete,4,4,0,8
Week_11_PIT_vs_CLE_030_Q3_219_CLE,complete,5,3,2,8
Week_11_PIT_vs_CLE_031_Q3_135_CLE,interception,2,1,1,10
Week_11_PIT_vs_CLE_032_Q3_059_PIT,incomplete,0,8,8,15
Week_11_PIT_vs_CLE_033_Q3_001_CLE,incomplete,0,1,1,8
Week_11_PIT_vs_CLE_034_Q4_1252_PIT,complete,0,6,6,10
Week_11_PIT_vs_CLE_035_Q4_1213_PIT,complete,0,1,1,11
Week_11_PIT_vs_CLE_036_Q4_635_CLE,incomplete,1,1,0,11
Week_11_PIT_vs_CLE_037_Q4_629_CLE,complete,0,4,4,11
Week_11_PIT_vs_CLE_038_Q4_547_PIT,complete,0,10,10,11
Week_11_PIT_vs_CLE_039_Q4_329_CLE,complete,0,3,3,8
Week_11_PIT_vs_CLE_040_Q4_226_CLE,incomplete,4,4,0,7
Week_11_PIT_vs_CLE_041_Q4_223_CLE,complete,0,4,4,10
Week_11_PIT_vs_CLE_042_Q4_200_CLE,incomplete,0,7,7,8
Week_11_PIT_vs_CLE_043_Q4_142_PIT,incomplete,0,11,11,12
Week_11_PIT_vs_CLE_044_Q4_138_PIT,incomplete,0,4,4,27
Week_11_PIT_vs_CLE_045_Q4_132_PIT,incomplete,2,1,1,13
Week_11_PIT_vs_CLE_046_Q4_118_CLE,complete,0,1,1,12
Week_11_PIT_vs_CLE_047_Q4_058_CLE,complete,0,3,3,8
Week_11_PIT_vs_CLE_048_Q4_053_CLE,complete,1,1,0,8
Week_11_PIT_vs_CLE_049_Q4_048_CLE,complete,0,1,1,8
Week_11_PIT_vs_CLE_050_Q4_002_PIT,complete,0,3,3,12
Week_11_SEA_vs_LA_001_Q1_1232_SEA,complete,1,1,0,7
Week_11_SEA_vs_LA_002_Q1_1150_SEA,complete,0,10,10,11
Week_11_SEA_vs_LA_003_Q1_837_SEA,incomplete,19,19,0,20
Week_11_SEA_vs_LA_004_Q1_833_SEA,complete,3,3,0,8
Week_11_SEA_vs_LA_005_Q1_711_SEA,complete,3,1,2,11
Week_11_SEA_vs_LA_006_Q1_632_SEA,complete,0,1,1,9
Week_11_SEA_vs_LA_007_Q1_523_SEA,complete,0,1,1,8
Week_11_SEA_vs_LA_008_Q1_428_LA,complete,0,5,5,8
Week_11_SEA_vs_LA_009_Q1_204_LA,incomplete,0,9,9,11
Week_11_SEA_vs_LA_010_Q1_109_SEA,complete,0,3,3,7
Week_11_SEA_vs_LA_011_Q2_1422_SEA,incomplete,0,1,1,12
Week_11_SEA_vs_LA_012_Q2_1417_SEA,complete,0,3,3,9
Week_11_SEA_vs_LA_013_Q2_1136_SEA,incomplete,0,15,15,16
Week_11_SEA_vs_LA_014_Q2_952_SEA,complete,3,3,0,8
Week_11_SEA_vs_LA_015_Q2_914_SEA,incomplete,8,1,7,9
Week_11_SEA_vs_LA_016_Q2_818_LA,incomplete,2,1,1,12
Week_11_SEA_vs_LA_017_Q2_713_SEA,complete,0,21,21,22
Week_11_SEA_vs_LA_018_Q2_320_LA,complete,0,1,1,8
Week_11_SEA_vs_LA_019_Q2_117_LA,complete,0,3,3,9
Week_11_SEA_vs_LA_020_Q2_100_LA,complete,5,5,0,6
Week_11_SEA_vs_LA_021_Q2_012_LA,complete,0,4,4,7
Week_11_SEA_vs_LA_022_Q3_1500_SEA,incomplete,7,7,0,8
Week_11_SEA_vs_LA_023_Q3_1415_SEA,incomplete,7,3,4,9
Week_11_SEA_vs_LA_024_Q3_1040_SEA,complete,7,3,4,8
Week_11_SEA_vs_LA_025_Q3_956_SEA,complete,0,1,1,9
Week_11_SEA_vs_LA_026_Q3_929_SEA,incomplete,0,1,1,27
Week_11_SEA_vs_LA_027_Q3_849_SEA,complete,0,8,8,11
Week_11_SEA_vs_LA_028_Q3_813_SEA,incomplete,8,8,0,9
Week_11_SEA_vs_LA_029_Q3_803_LA,complete,10,10,0,11
Week_11_SEA_vs_LA_030_Q3_649_LA,complete,3,1,2,7
Week_11_SEA_vs_LA_031_Q3_559_SEA,complete,0,3,3,9
Week_11_SEA_vs_LA_032_Q3_120_LA,incomplete,0,1,1,20
Week_11_SEA_vs_LA_033_Q3_116_LA,incomplete,8,6,2,9
Week_11_SEA_vs_LA_034_Q4_1500_SEA,incomplete,2,17,15,18
Week_11_SEA_vs_LA_035_Q4_1444_LA,complete,0,4,4,8
Week_11_SEA_vs_LA_036_Q4_1405_LA,interception,23,23,0,26
Week_11_SEA_vs_LA_037_Q4_1357_SEA,complete,0,3,3,9
Week_11_SEA_vs_LA_038_Q4_1240_SEA,incomplete,0,9,9,28
Week_11_SEA_vs_LA_039_Q4_1223_LA,complete,0,9,9,12
Week_11_SEA_vs_LA_040_Q4_954_LA,complete,5,3,2,6
Week_11_SEA_vs_LA_041_Q4_900_LA,complete,0,5,5,11
Week_11_SEA_vs_LA_042_Q4_651_SEA,interception,23,23,0,27
Week_11_SEA_vs_LA_043_Q4_643_LA,complete,0,4,4,15
Week_11_SEA_vs_LA_044_Q4_555_LA,incomplete,0,8,8,9
Week_11_SEA_vs_LA_045_Q4_552_LA,incomplete,10,10,0,11
Week_11_SEA_vs_LA_046_Q4_336_LA,complete,0,6,6,7
Week_11_SEA_vs_LA_047_Q4_147_LA,incomplete,0,7,7,8
Week_11_SEA_vs_LA_048_Q4_131_SEA,complete,0,6,6,10
Week_11_SEA_vs_LA_049_Q4_109_SEA,complete,0,3,3,9
Week_11_SEA_vs_LA_050_Q4_041_SEA,complete,0,10,10,13
Week_11_TB_vs_SF_001_Q1_1415_SF,complete,0,11,11,13
Week_11_TB_vs_SF_002_Q1_1335_SF,incomplete,0,1,1,9
Week_11_TB_vs_SF_003_Q1_1331_SF,complete,0,7,7,9
Week_11_TB_vs_SF_004_Q1_1205_TB,incomplete,0,5,5,16
Week_11_TB_vs_SF_005_Q1_1121_TB,incomplete,0,4,4,22
Week_11_TB_vs_SF_006_Q1_1106_SF,complete,0,1,1,9
Week_11_TB_vs_SF_007_Q1_1002_SF,incomplete,0,1,1,13
Week_11_TB_vs_SF_008_Q1_828_SF,complete,6,4,2,7
Week_11_TB_vs_SF_009_Q1_748_SF,complete,0,4,4,8
Week_11_TB_vs_SF_010_Q1_639_SF,complete,0,8,8,9
Week_11_TB_vs_SF_011_Q1_359_SF,complete,0,9,9,10
Week_11_TB_vs_SF_012_Q2_1017_SF,complete,0,7,7,11
Week_11_TB_vs_SF_013_Q2_808_SF,complete,0,1,1,8
Week_11_TB_vs_SF_014_Q2_721_TB,complete,0,5,5,9
Week_11_TB_vs_SF_015_Q2_604_TB,complete,0,12,12,15
Week_11_TB_vs_SF_016_Q2_232_TB,complete,0,7,7,12
Week_11_TB_vs_SF_017_Q2_152_TB,complete,4,3,1,8
Week_11_TB_vs_SF_018_Q2_143_SF,complete,11,4,7,12
Week_11_TB_vs_SF_019_Q2_042_SF,complete,0,1,1,9
Week_11_TB_vs_SF_020_Q2_032_SF,complete,0,1,1,12
Week_11_TB_vs_SF_021_Q2_028_SF,complete,0,11,11,12
Week_11_TB_vs_SF_022_Q2_024_SF,incomplete,0,1,1,20
Week_11_TB_vs_SF_023_Q3_1333_TB,incomplete,0,28,28,32
Week_11_TB_vs_SF_024_Q3_1327_TB,complete,0,3,3,8
Week_11_TB_vs_SF_025_Q3_1242_TB,incomplete,0,4,4,18
Week_11_TB_vs_SF_026_Q3_1146_SF,complete,8,6,2,9
Week_11_TB_vs_SF_027_Q3_1106_SF,complete,0,21,21,24
Week_11_TB_vs_SF_028_Q3_921_TB,complete,0,9,9,13
Week_11_TB_vs_SF_029_Q3_840_TB,complete,0,7,7,9
Week_11_TB_vs_SF_030_Q3_716_TB,incomplete,0,6,6,9
Week_11_TB_vs_SF_031_Q3_712_TB,incomplete,9,9,0,10
Week_11_TB_vs_SF_032_Q3_618_SF,complete,0,6,6,10
Week_11_TB_vs_SF_033_Q3_457_SF,complete,0,1,1,13
Week_11_TB_vs_SF_034_Q3_146_SF,complete,0,1,1,13
Week_11_TB_vs_SF_035_Q3_142_TB,complete,0,1,1,9
Week_11_TB_vs_SF_036_Q3_022_TB,complete,0,4,4,7
Week_11_TB_vs_SF_037_Q4_1500_TB,complete,9,5,4,14
Week_11_TB_vs_SF_038_Q4_1324_SF,complete,0,1,1,7
Week_11_TB_vs_SF_039_Q4_1241_SF,incomplete,0,1,1,14
Week_11_TB_vs_SF_040_Q4_1225_TB,incomplete,0,1,1,7
Week_11_TB_vs_SF_041_Q4_1220_TB,complete,10,1,9,13
Week_11_TB_vs_SF_042_Q4_1200_TB,complete,0,3,3,13
Week_11_TB_vs_SF_043_Q4_1116_TB,complete,0,1,1,6
Week_11_TB_vs_SF_044_Q4_1050_TB,complete,0,11,11,12
Week_11_TB_vs_SF_045_Q4_1023_TB,complete,0,5,5,8
Week_11_TB_vs_SF_046_Q4_947_TB,complete,5,5,0,6
Week_11_TB_vs_SF_047_Q4_902_TB,complete,0,3,3,9
Week_11_TB_vs_SF_048_Q4_831_TB,complete,0,1,1,11
Week_11_TB_vs_SF_049_Q4_759_TB,incomplete,1,1,0,21
Week_11_TB_vs_SF_050_Q4_750_TB,complete,0,5,5,9
Week_11_TB_vs_SF_051_Q4_717_TB,complete,0,1,1,9
Week_11_TB_vs_SF_052_Q4_652_TB,incomplete,1,1,0,10
Week_11_TB_vs_SF_053_Q4_649_TB,incomplete,0,4,4,11
Week_11_TB_vs_SF_054_Q4_412_TB,complete,0,3,3,9
Week_11_TB_vs_SF_055_Q4_346_TB,incomplete,2,1,1,9
Week_11_TB_vs_SF_056_Q4_251_SF,complete,0,6,6,11
Week_11_TB_vs_SF_057_Q4_213_TB,complete,0,4,4,10
Week_11_TB_vs_SF_058_Q4_150_TB,complete,5,3,2,9
Week_11_TEN_vs_JAX_001_Q1_1134_JAX,complete,0,1,1,15
Week_11_TEN_vs_JAX_002_Q1_1051_JAX,complete,0,6,6,11
Week_11_TEN_vs_JAX_003_Q1_932_JAX,incomplete,0,6,6,20
Week_11_TEN_vs_JAX_004_Q1_919_TEN,complete,0,7,7,10
Week_11_TEN_vs_JAX_005_Q1_754_TEN,incomplete,8,7,1,12
Week_11_TEN_vs_JAX_006_Q1_701_JAX,complete,0,4,4,7
Week_11_TEN_vs_JAX_007_Q1_612_JAX,complete,0,10,10,18
Week_11_TEN_vs_JAX_008_Q1_544_JAX,complete,0,3,3,8
Week_11_TEN_vs_JAX_009_Q1_303_JAX,complete,10,17,7,18
Week_11_TEN_vs_JAX_010_Q2_1413_TEN,incomplete,0,11,11,12
Week_11_TEN_vs_JAX_011_Q2_1319_TEN,incomplete,0,3,3,12
Week_11_TEN_vs_JAX_012_Q2_1053_TEN,complete,0,4,4,8
Week_11_TEN_vs_JAX_013_Q2_748_JAX,incomplete,0,14,14,17
Week_11_TEN_vs_JAX_014_Q2_742_JAX,complete,0,1,1,8
Week_11_TEN_vs_JAX_015_Q2_200_TEN,complete,0,4,4,8
Week_11_TEN_vs_JAX_016_Q2_114_JAX,incomplete,0,1,1,17
Week_11_TEN_vs_JAX_017_Q2_110_JAX,complete,0,7,7,10
Week_11_TEN_vs_JAX_018_Q2_049_JAX,complete,0,5,5,8
Week_11_TEN_vs_JAX_019_Q2_041_JAX,complete,23,23,0,24
Week_11_TEN_vs_JAX_020_Q2_035_JAX,incomplete,0,1,1,20
Week_11_TEN_vs_JAX_021_Q2_031_JAX,complete,0,3,3,8
Week_11_TEN_vs_JAX_022_Q2_024_JAX,incomplete,0,1,1,9
Week_11_TEN_vs_JAX_023_Q3_1342_JAX,complete,0,5,5,10
Week_11_TEN_vs_JAX_024_Q3_1056_JAX,complete,0,1,1,7
Week_11_TEN_vs_JAX_025_Q3_906_TEN,complete,0,5,5,9
Week_11_TEN_vs_JAX_026_Q3_742_TEN,complete,0,10,10,11
Week_11_TEN_vs_JAX_027_Q3_533_JAX,complete,0,3,3,18
Week_11_TEN_vs_JAX_028_Q3_414_JAX,complete,1,16,15,17
Week_11_TEN_vs_JAX_029_Q3_330_JAX,complete,1,1,0,20
Week_11_TEN_vs_JAX_030_Q3_229_TEN,complete,0,1,1,6
Week_11_TEN_vs_JAX_031_Q3_005_TEN,complete,8,17,9,30
Week_11_TEN_vs_JAX_032_Q4_1338_JAX,complete,6,6,0,7
Week_11_TEN_vs_JAX_033_Q4_1246_JAX,complete,0,5,5,6
Week_11_TEN_vs_JAX_034_Q4_1205_JAX,complete,0,1,1,7
Week_11_TEN_vs_JAX_035_Q4_1117_JAX,complete,0,6,6,9
Week_11_TEN_vs_JAX_036_Q4_434_TEN,complete,0,1,1,13
Week_12_BAL_vs_LAC_001_Q1_1350_LAC,complete,0,1,1,21
Week_12_BAL_vs_LAC_002_Q1_1301_LAC,complete,6,5,1,9
Week_12_BAL_vs_LAC_003_Q1_1114_LAC,complete,0,3,3,7
Week_12_BAL_vs_LAC_004_Q1_805_BAL,complete,0,3,3,7
Week_12_BAL_vs_LAC_005_Q1_655_BAL,complete,0,4,4,9
Week_12_BAL_vs_LAC_006_Q1_400_LAC,complete,0,4,4,8
Week_12_BAL_vs_LAC_007_Q1_218_LAC,incomplete,0,1,1,20
Week_12_BAL_vs_LAC_008_Q1_005_BAL,complete,0,3,3,8
Week_12_BAL_vs_LAC_009_Q2_1500_BAL,complete,7,5,2,8
Week_12_BAL_vs_LAC_010_Q2_1425_BAL,complete,4,1,3,8
Week_12_BAL_vs_LAC_011_Q2_1257_BAL,incomplete,7,7,0,8
Week_12_BAL_vs_LAC_012_Q2_1253_BAL,complete,0,4,4,9
Week_12_BAL_vs_LAC_013_Q2_1046_BAL,complete,0,1,1,13
Week_12_BAL_vs_LAC_014_Q2_954_LAC,incomplete,0,12,12,22
Week_12_BAL_vs_LAC_015_Q2_802_BAL,complete,0,1,1,8
Week_12_BAL_vs_LAC_016_Q2_657_BAL,complete,4,1,3,7
Week_12_BAL_vs_LAC_017_Q2_619_BAL,complete,0,3,3,7
Week_12_BAL_vs_LAC_018_Q2_342_LAC,complete,0,6,6,7
Week_12_BAL_vs_LAC_019_Q2_112_LAC,complete,0,7,7,8
Week_12_BAL_vs_LAC_020_Q2_055_LAC,complete,10,10,0,11
Week_12_BAL_vs_LAC_021_Q2_036_LAC,complete,0,4,4,5
Week_12_BAL_vs_LAC_022_Q2_026_BAL,incomplete,0,1,1,10
Week_12_BAL_vs_LAC_023_Q2_021_BAL,complete,0,6,6,9
Week_12_BAL_vs_LAC_024_Q2_008_BAL,incomplete,0,16,16,22
Week_12_BAL_vs_LAC_025_Q3_1422_BAL,complete,0,6,6,10
Week_12_BAL_vs_LAC_026_Q3_1107_BAL,incomplete,0,6,6,15
Week_12_BAL_vs_LAC_027_Q3_1102_BAL,incomplete,0,7,7,28
Week_12_BAL_vs_LAC_028_Q3_1033_LAC,complete,1,1,0,12
Week_12_BAL_vs_LAC_029_Q3_1009_LAC,incomplete,0,3,3,7
Week_12_BAL_vs_LAC_030_Q3_831_BAL,complete,9,8,1,12
Week_12_BAL_vs_LAC_031_Q3_717_BAL,incomplete,0,1,1,7
Week_12_BAL_vs_LAC_032_Q3_628_BAL,incomplete,2,1,1,10
Week_12_BAL_vs_LAC_033_Q3_615_LAC,complete,0,3,3,8
Week_12_BAL_vs_LAC_034_Q3_553_LAC,complete,6,6,0,7
Week_12_BAL_vs_LAC_035_Q3_445_LAC,complete,0,4,4,7
Week_12_BAL_vs_LAC_036_Q3_331_LAC,incomplete,1,1,0,8
Week_12_BAL_vs_LAC_037_Q3_222_LAC,incomplete,0,1,1,11
Week_12_BAL_vs_LAC_038_Q3_217_LAC,complete,0,3,3,8
Week_12_BAL_vs_LAC_039_Q3_151_LAC,incomplete,4,1,3,7
Week_12_BAL_vs_LAC_040_Q3_147_LAC,complete,0,1,1,8
Week_12_BAL_vs_LAC_041_Q4_1500_LAC,complete,0,3,3,14
Week_12_BAL_vs_LAC_042_Q4_1430_LAC,complete,0,3,3,7
Week_12_BAL_vs_LAC_043_Q4_1316_LAC,complete,0,6,6,11
Week_12_BAL_vs_LAC_044_Q4_1145_BAL,incomplete,0,10,10,26
Week_12_BAL_vs_LAC_045_Q4_1123_LAC,complete,0,5,5,11
Week_12_BAL_vs_LAC_046_Q4_955_LAC,complete,0,7,7,10
Week_12_BAL_vs_LAC_047_Q4_839_LAC,incomplete,0,1,1,13
Week_12_BAL_vs_LAC_048_Q4_836_LAC,complete,0,1,1,6
Week_12_BAL_vs_LAC_049_Q4_832_BAL,complete,0,8,8,9
Week_12_BAL_vs_LAC_050_Q4_630_BAL,complete,0,7,7,10
Week_12_BAL_vs_LAC_051_Q4_557_BAL,complete,6,6,0,7
Week_12_BAL_vs_LAC_052_Q4_233_LAC,complete,0,12,12,16
Week_12_BAL_vs_LAC_053_Q4_223_LAC,complete,0,4,4,8
Week_12_BAL_vs_LAC_054_Q4_200_LAC,incomplete,1,4,3,8
Week_12_BAL_vs_LAC_055_Q4_136_LAC,complete,0,8,8,18
Week_12_BAL_vs_LAC_056_Q4_130_LAC,incomplete,0,6,6,13
Week_12_BAL_vs_LAC_057_Q4_101_LAC,incomplete,0,1,1,17
Week_12_BAL_vs_LAC_058_Q4_057_LAC,incomplete,1,1,0,17
Week_12_BUF_vs_PHI_001_Q1_1110_BUF,incomplete,2,1,1,8
Week_12_BUF_vs_PHI_002_Q1_1105_BUF,complete,0,1,1,9
Week_12_BUF_vs_PHI_003_Q1_844_BUF,complete,0,7,7,11
Week_12_BUF_vs_PHI_004_Q1_655_BUF,incomplete,0,1,1,18
Week_12_BUF_vs_PHI_005_Q1_650_BUF,incomplete,0,11,11,16
Week_12_BUF_vs_PHI_006_Q1_616_PHI,complete,0,1,1,10
Week_12_BUF_vs_PHI_007_Q1_106_BUF,complete,6,1,5,7
Week_12_BUF_vs_PHI_008_Q1_035_BUF,complete,2,1,1,12
Week_12_BUF_vs_PHI_009_Q2_1500_BUF,complete,0,5,5,9
Week_12_BUF_vs_PHI_010_Q2_1428_BUF,complete,5,5,0,6
Week_12_BUF_vs_PHI_011_Q2_1336_BUF,incomplete,0,7,7,8
Week_12_BUF_vs_PHI_012_Q2_1209_BUF,incomplete,3,4,1,9
Week_12_BUF_vs_PHI_013_Q2_1206_BUF,complete,0,5,5,9
Week_12_BUF_vs_PHI_014_Q2_1123_PHI,incomplete,0,1,1,11
Week_12_BUF_vs_PHI_015_Q2_1051_BUF,complete,7,5,2,8
Week_12_BUF_vs_PHI_016_Q2_1012_BUF,complete,2,1,1,6
Week_12_BUF_vs_PHI_017_Q2_927_BUF,complete,0,1,1,15
Week_12_BUF_vs_PHI_018_Q2_750_PHI,incomplete,0,3,3,7
Week_12_BUF_vs_PHI_019_Q2_614_BUF,complete,0,1,1,6
Week_12_BUF_vs_PHI_020_Q2_537_BUF,complete,0,15,15,18
Week_12_BUF_vs_PHI_021_Q2_440_BUF,incomplete,0,14,14,17
Week_12_BUF_vs_PHI_022_Q2_433_BUF,incomplete,0,4,4,14
Week_12_BUF_vs_PHI_023_Q2_257_PHI,complete,0,8,8,9
Week_12_BUF_vs_PHI_024_Q2_210_BUF,incomplete,8,8,0,9
Week_12_BUF_vs_PHI_025_Q2_205_BUF,complete,0,1,1,9
Week_12_BUF_vs_PHI_026_Q2_158_BUF,complete,0,1,1,15
Week_12_BUF_vs_PHI_027_Q2_151_BUF,complete,0,3,3,11
Week_12_BUF_vs_PHI_028_Q2_147_BUF,complete,0,9,9,17
Week_12_BUF_vs_PHI_029_Q2_130_BUF,incomplete,1,1,0,12
Week_12_BUF_vs_PHI_030_Q2_124_PHI,complete,0,1,1,8
Week_12_BUF_vs_PHI_031_Q2_104_BUF,incomplete,0,4,4,5
Week_12_BUF_vs_PHI_032_Q2_043_BUF,complete,0,3,3,7
Week_12_BUF_vs_PHI_033_Q2_021_BUF,complete,3,1,2,10
Week_12_BUF_vs_PHI_034_Q3_1423_PHI,incomplete,12,7,5,16
Week_12_BUF_vs_PHI_035_Q3_1329_BUF,complete,0,5,5,14
Week_12_BUF_vs_PHI_036_Q3_1207_BUF,complete,5,1,4,8
Week_12_BUF_vs_PHI_037_Q3_1126_BUF,complete,0,4,4,11
Week_12_BUF_vs_PHI_038_Q3_1049_BUF,incomplete,1,1,0,7
Week_12_BUF_vs_PHI_039_Q3_1042_BUF,incomplete,1,1,0,12
Week_12_BUF_vs_PHI_040_Q3_839_PHI,complete,2,1,1,6
Week_12_BUF_vs_PHI_041_Q3_717_PHI,complete,0,7,7,10
Week_12_BUF_vs_PHI_042_Q3_505_BUF,complete,9,7,2,10
Week_12_BUF_vs_PHI_043_Q3_104_PHI,complete,0,7,7,19
Week_12_BUF_vs_PHI_044_Q4_1342_PHI,complete,0,3,3,14
Week_12_BUF_vs_PHI_045_Q4_1252_BUF,interception,0,4,4,8
Week_12_BUF_vs_PHI_046_Q4_1107_BUF,complete,0,3,3,8
Week_12_BUF_vs_PHI_047_Q4_950_BUF,incomplete,0,11,11,14
Week_12_BUF_vs_PHI_048_Q4_722_PHI,incomplete,0,20,20,27
Week_12_BUF_vs_PHI_049_Q4_350_BUF,complete,0,3,3,10
Week_12_BUF_vs_PHI_050_Q4_155_BUF,complete,2,1,1,6
Week_12_BUF_vs_PHI_051_Q4_152_PHI,complete,0,12,12,13
Week_12_BUF_vs_PHI_052_Q4_127_PHI,complete,0,3,3,9
Week_12_BUF_vs_PHI_053_Q4_121_PHI,complete,0,1,1,8
Week_12_BUF_vs_PHI_054_Q4_103_PHI,complete,6,1,5,11
Week_12_BUF_vs_PHI_055_Q4_058_PHI,complete,0,1,1,9
Week_12_BUF_vs_PHI_056_Q4_030_PHI,incomplete,4,4,0,10
Week_12_BUF_vs_PHI_057_Q5_925_BUF,incomplete,0,1,1,11
Week_12_BUF_vs_PHI_058_Q5_921_BUF,complete,0,1,1,8
Week_12_BUF_vs_PHI_059_Q5_811_BUF,incomplete,0,8,8,13
Week_12_BUF_vs_PHI_060_Q5_600_BUF,incomplete,0,16,16,21
Week_12_BUF_vs_PHI_061_Q5_514_PHI,complete,3,1,2,6
Week_12_BUF_vs_PHI_062_Q5_430_PHI,incomplete,3,1,2,13
Week_12_BUF_vs_PHI_063_Q5_427_PHI,complete,0,14,14,15
Week_12_BUF_vs_PHI_064_Q5_333_PHI,incomplete,1,1,0,8
Week_12_BUF_vs_PHI_065_Q5_329_PHI,complete,0,1,1,10
Week_12_CAR_vs_TEN_001_Q1_1455_TEN,complete,0,1,1,9
Week_12_CAR_vs_TEN_002_Q1_1417_TEN,incomplete,1,6,5,7
Week_12_CAR_vs_TEN_003_Q1_1314_CAR,complete,0,6,6,11
Week_12_CAR_vs_TEN_004_Q1_933_TEN,complete,0,5,5,12
Week_12_CAR_vs_TEN_005_Q1_709_TEN,complete,0,7,7,8
Week_12_CAR_vs_TEN_006_Q1_543_TEN,complete,0,3,3,11
Week_12_CAR_vs_TEN_007_Q1_417_TEN,complete,11,10,1,13
Week_12_CAR_vs_TEN_008_Q1_335_TEN,complete,0,7,7,8
Week_12_CAR_vs_TEN_009_Q1_257_TEN,complete,0,4,4,12
Week_12_CAR_vs_TEN_010_Q1_156_TEN,complete,8,13,5,23
Week_12_CAR_vs_TEN_011_Q2_1334_CAR,incomplete,12,5,7,14
Week_12_CAR_vs_TEN_012_Q2_1016_CAR,complete,0,9,9,10
Week_12_CAR_vs_TEN_013_Q2_937_CAR,complete,3,12,9,13
Week_12_CAR_vs_TEN_014_Q2_758_TEN,complete,0,8,8,9
Week_12_CAR_vs_TEN_015_Q2_433_CAR,incomplete,0,15,15,16
Week_12_CAR_vs_TEN_016_Q2_423_CAR,complete,0,11,11,12
Week_12_CAR_vs_TEN_017_Q2_221_CAR,complete,5,4,1,8
Week_12_CAR_vs_TEN_018_Q2_202_CAR,complete,0,4,4,7
Week_12_CAR_vs_TEN_019_Q2_105_TEN,incomplete,0,16,16,19
Week_12_CAR_vs_TEN_020_Q2_050_CAR,complete,0,1,1,12
Week_12_CAR_vs_TEN_021_Q2_038_CAR,incomplete,0,8,8,9
Week_12_CAR_vs_TEN_022_Q2_028_TEN,incomplete,1,1,0,7
Week_12_CAR_vs_TEN_023_Q2_021_TEN,complete,0,1,1,14
Week_12_CAR_vs_TEN_024_Q2_014_TEN,complete,0,3,3,10
Week_12_CAR_vs_TEN_025_Q3_1327_CAR,complete,6,6,0,7
Week_12_CAR_vs_TEN_026_Q3_1052_CAR,complete,6,6,0,7
Week_12_CAR_vs_TEN_027_Q3_712_TEN,complete,5,1,4,6
Week_12_CAR_vs_TEN_028_Q3_535_TEN,incomplete,0,21,21,28
Week_12_CAR_vs_TEN_029_Q3_520_CAR,complete,0,1,1,12
Week_12_CAR_vs_TEN_030_Q3_346_CAR,complete,0,1,1,9
